pk	pn	lat	lon	link
C1782	Myrtou Stephania	35.31988	33.064414	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1782
C1783	Ayia Irini: Temple Site	35.303985	32.940481	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1783
C1784	Idalion: Tomb 1.76	35.049705	33.382591	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1784
C1785	Enkomi: Ayios Iakovos	35.166017	33.870546	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1785
C1787	Apliki-Karamallos	35.070878	32.842319	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1787
C1788	Kalavasos: Mangia	34.756746	33.310332	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1788
C1789	Kalavasos-Ayios Dimitrios	34.750675	33.302991	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1789
C179	Fonissa: Aspra Litharia	37.387656	21.70788	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C179
C1790	Kalavasos-Mavrovouni (Mosque)	34.772173	33.295484	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1790
C1791	Hala Sultan Teke	34.886673	33.604439	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1791
C1792	Kition	34.923318	33.630549	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1792
C1793	Toumba tou Skourou	35.224488	33.001641	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1793
C1794	Idalion	35.015793	33.422905	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1794
C1795	Kalopsidha	35.098251	33.769233	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1795
C1796	Sinda	35.157122	33.701885	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1796
C1797	Kouklia: Hadji-Abdullah	34.706477	32.582986	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1797
C1798	Kouklia: Skales	34.696783	32.584166	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1798
C1799	Kouklia-Palaepaphos	34.707449	32.574162	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1799
C180	Mouriatadha: Elliniko	37.244316	21.745527	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C180
C1800	Dhraghonera/Dhrakonera Bridge	37.729607	22.773075	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1800
C1801	Berbati: Chamber 1	37.713303	22.813877	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1801
C1802	Kourion: Bamboula	34.673185	32.910313	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1802
C1803	Kourion: Episkopi	34.665908	32.885023	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1803
C1804	Erimi: Kafkalla	34.688212	32.91635	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1804
C1805	Alampra Mouttes	34.986087	33.393755	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1805
C1806	Maroni-Vournes	34.746305	33.381375	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1806
C1807	Maroni-Tsaroukkas	34.745763	33.387302	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1807
C1808	Katydhata	35.076134	32.891399	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1808
C1809	Rizokarpaso	35.583663	34.375679	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1809
C181	Vryses: Palaiophrygas	37.24264	21.708934	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C181
C1810	Soli/Soloi	35.139686	32.812056	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1810
C1811	Politiko-Lambertis	35.02473	33.246934	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1811
C1812	Yeroskipou	34.76855	32.454804	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1812
C1813	Meniko-Litharkes	35.104548	33.154276	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1813
C1814	Geri/Ieri-Phoenikiais	35.106901	33.421445	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1814
C1815	Ayios Sozomenos	35.066238	33.438384	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1815
C1816	106 Dimitrakopoulous Street	37.962743	23.721484	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1816
C1817	Tomb 13: 110 Dimitrakopoulou Street	37.962542	23.72114	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1817
C1818	Kerameikos Tumulus	37.978288	23.717499	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1818
C1819	Arch of Hadrian	37.970184	23.73201	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1819
C182	Olympia: New Museum	37.643428	21.629545	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C182
C1820	Olympieion	37.968479	23.733096	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1820
C1821	Fountain House	37.972263	23.72583	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1821
C1822	68 Peiraeos Street	37.980727	23.72016	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1822
C1823	2 Makri Street	37.969328	23.730522	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1823
C1824	Chamber Tomb: 25 Garibaldi Street	37.967936	23.723809	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1824
C1825	Chamber Tomb: 26-8 Parthenonos Street	37.968776	23.725909	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1825
C1826	Pit Tomb: 23-7 Makryianni Street	37.968056	23.729469	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1826
C1827	Well: 4 Kavalloti Street	37.968127	23.726735	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1827
C1828	Tomb: Aglavrou Street	37.961732	23.721444	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1828
C1829	Acropolis: LHI House	37.972234	23.726434	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1829
C183	Myrou: Peristeria: Hab	37.275507	21.740199	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C183
C1830	Cist Tomb: Promachou and Parthenonos Sts.	37.968341	23.725909	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1830
C1831	Acropolis: Well E	37.970699	23.725739	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1831
C1832	Acropolis: Well ST	37.970631	23.726504	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1832
C1833	Acropolis: Well Z	37.970624	23.726601	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1833
C1834	Acropolis: Well H	37.970623	23.726696	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1834
C1835	Agora: Tomb J.10:1	37.975157	23.72261	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1835
C1836	Agora: Tomb: J.7:2	37.975634	23.722556	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1836
C1837	Agora: Tomb: N.7:2 (Tomb 16)	37.975608	23.723472	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1837
C1838	Agora: Tomb: P.9:4	37.975281	23.723852	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1838
C1839	Agora: Tomb: Q.7:2 (Tomb 22)	37.975623	23.72402	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1839
C184	Kyparissia: Kastro	37.251414	21.678449	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C184
C1840	Pit Grave: 123-5 Veikou	37.962642	23.720217	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1840
C1841	Cemetery: Museum	37.968531	23.728595	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1841
C1842	Museum: Chamber Tomb	37.968416	23.728423	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1842
C1843	Museum: Well	37.968538	23.728207	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1843
C1844	Acropolis Defence Wall	37.971271	23.725822	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1844
C1845	Athens: Acropolis: Mycenaean Palace	37.971917	23.726764	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1845
C1846	Acropolis: NE Houses	37.972245	23.727236	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1846
C1847	Agora: Well: H.11:2	37.974903	23.722088	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1847
C1848	Agora: Well: K.6:1	37.975751	23.722801	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1848
C1849	Agora: Well: V.24:1	37.972581	23.725294	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1849
C185	Sellas: Nekrotapheion	37.205714	21.78259	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C185
C1850	Agora: Rubbish Deposit O.7:14	37.975638	23.723736	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1850
C1851	Agora: Rubbish Deposit P.8:9	37.975421	23.723887	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1851
C1852	Agora: Pit: O.7:4	37.975685	23.723646	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1852
C1853	Agora: Court of the Klepsydra	37.974412	23.72232	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1853
C1854	Acropolis: Small LHIIIC House	37.97218	23.726959	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1854
C1855	Acropolis: Bronze Hoard	37.971251	23.727815	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1855
C1856	Acropolis South Slope: Chamber Tomb	37.9706	23.726695	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1856
C1857	Agora: Tomb: A.18:4	37.973613	23.720623	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1857
C1858	Agora: Well: S.27:7	37.972	23.724562	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1858
C1859	Olympieion: Well 5	37.968703	23.732945	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1859
C186	Armenioi: Manna	37.207125	21.662191	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C186
C1860	Acropolis: NW room wall	37.971917	23.725388	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1860
C1861	LHIIIB-C Room Walls	37.971997	23.72565	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1861
C1862	Acropolis: SW room walls	37.971273	23.727766	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1862
C1863	Acropolis: Room SE of Parthenon	37.971282	23.727113	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1863
C1864	C1864 Athens: 34 Ath. Diakou: Well	37.967704	23.732626	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1864
C1865	Athens: CTomb: O 7:7 (Tomb XIII)	37.975657	23.72348	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1865
C1866	Athens: Agora: CTomb O 7:5	37.97565	23.723539	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1866
C1867	Athens: CTomb: O 7:2	37.975557	23.723633	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1867
C1868	Athens: CTomb: O 8:4	37.975433	23.723698	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1868
C1869	Athens: CTomb: R.7:1 (Tomb XXV)	37.975613	23.724293	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1869
C187	Korovileika	37.140089	21.62431	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C187
C1870	Athens: CTomb: R.7:2 (Tomb XXVI)	37.975552	23.724267	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1870
C1871	Athens: CTomb: Q.8:4 (Tomb XXIV)	37.975472	23.724174	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1871
C1872	Athens: CTomb: Q.8:8 (Tomb XXIII)	37.975472	23.724115	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1872
C1873	Athens: CTomb: P.8:8 (Tomb XX)	37.975336	23.723902	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1873
C1874	Athens: CTomb: N.12:4 (Tomb 40)	37.974703	23.723466	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1874
C1875	Athens: CTomb: Q.10:3 (Tomb 31)	37.975203	23.724106	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1875
C1876	Athens: CTomb: Q.10:5 (Tomb 33)	37.975149	23.724187	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1876
C1877	Athens: CTomb: Q.10:2 (Tomb 32)	37.97513	23.724136	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1877
C1878	Athens: CTomb: Q.10:6 (Tomb 34)	37.975138	23.724075	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1878
C1879	Athens: CTomb: M 21:3 (Tomb 4)	37.973205	23.723179	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1879
C188	Filiatra: Ayios Christophoros	37.139839	21.609034	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C188
C1880	Athens: CTomb: M 21:2 (Tomb 3)	37.973185	23.723256	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1880
C1881	Athens: CTomb: N 21:5 (Tomb 2)	37.973123	23.723314	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1881
C1882	Athens: CTomb: N 21-22:1 (Tomb I)	37.97305	23.723436	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1882
C1883	Athens: CTomb: A-B 18:1 (Tomb 5)	37.973672	23.72059	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1883
C1884	Athens: CTomb: J 8:4 (Tomb 8)	37.975452	23.722595	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1884
C1885	Athens: CTomb: J.8:1 (Tomb 9)	37.975409	23.722582	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1885
C1886	Athens: Agora: CTomb (J 8:2)	37.975375	23.722557	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1886
C1887	Agora: Tomb: Q 7:4 (Grave 28)	37.975574	23.724032	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1887
C1888	Agora: Tomb: P-Q 7-8:1 (Grave 29)	37.975543	23.724004	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1888
C1889	Agora: Tomb: Q 8:13 (Grave 30)	37.975501	23.723991	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1889
C189	Filiatra: Kastraki	37.119839	21.626913	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C189
C1890	Agora: Tomb: O 8:3 (Tomb 29)	37.975495	23.723729	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1890
C1891	Agora: Tomb: Q 9:1 (Tomb 35)	37.975207	23.724176	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1891
C1892	Agora: Tomb: R 10:4 (Tomb 36)	37.975067	23.724331	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1892
C1893	Agora: Chamber Tomb: N 12:4 (Tomb 40)	37.974805	23.723396	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1893
C1894	Agora: Tomb: N 12:1 (Tomb 39)	37.974731	23.723203	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1894
C1895	Agora: Tomb N 14:3 (Grave 41)	37.97431	23.723451	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1895
C1896	Panakton (Stanford Skourta A1)	38.184067	23.505902	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1896
C1897	Stanford Skourta A10	38.195449	23.486159	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1897
C1898	Stanford Skourta A11	38.214455	23.460656	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1898
C1899	Daphnoula (Stanford Skourta A50)	38.253534	23.463535	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1899
C190	Filiatra: Stomion	37.182448	21.577385	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C190
C1900	Stanford Skourta A25	38.195617	23.480385	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1900
C1901	Stanford Skourta B11	38.190087	23.610266	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1901
C1902	Stanford Skourta B18	38.188521	23.614013	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1902
C1903	Stanford Skourta B19	38.202139	23.599321	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1903
C1904	Stanford Skourta B21	38.22568	23.616991	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1904
C1905	Stanford Skourta B25	38.204667	23.618623	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1905
C1906	Stanford Skourta B33	38.211891	23.5992	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1906
C1907	Stanford Skourta B20	38.227406	23.614763	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1907
C1908	Stanford Skourta B4	38.190238	23.606499	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1908
C1909	Stanford Skourta B47	38.216262	23.546301	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1909
C191	Chalvatsou: Kastro	37.127	21.803987	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C191
C1910	Stanford Skourta B50	38.211202	23.543299	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1910
C1911	Stanford Skourta B6	38.209709	23.58177	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1911
C1912	Stanford Skourta B63	38.208476	23.537213	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1912
C1913	Stanford Skourta B7	38.18717	23.609568	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1913
C1914	Stanford Skourta B54	38.215589	23.528979	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1914
C1915	Stanford Skourta C3	38.145205	23.525833	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1915
C1916	Stanford Skourta C17	38.177807	23.546837	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1916
C1917	Kastro-Malli Mesi  (Stanford Skourta J1)	38.241724	23.640846	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1917
C1918	Stanford Skourta J2	38.230598	23.638255	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1918
C1919	Stanford Skourta J6	38.218664	23.641348	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1919
C192	Valta: Ayia Paraskevi	37.115424	21.606787	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C192
C1920	Tholos	37.000342	21.871509	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1920
C1921	Nisakouli: Hab	36.805858	21.720647	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1921
C1922	Tsoukka: apsidal	37.888726	22.290945	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1922
C1923	Ayios Charalambos	37.960358	22.346366	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1923
C1924	Vouliagmeni: E Side: Cem	38.031337	22.908554	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1924
C1926	Prophitis Elias: Hab	38.3324	23.627994	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1926
C1927	Besik Tepe: Sherds	39.852568	22.492152	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1927
C1928	Gonnos: Besik Tepe: Hab	39.85117	22.492033	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1928
C1929	Marmariani: LH Tholos	39.714226	22.586583	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1929
C193	Valta: Kastraki: Hab	37.100463	21.626819	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C193
C1930	Ayios Georgios	37.012575	22.513634	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1930
C1931	Vouno Panaghias	37.00642	22.51496	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1931
C1932	Mavrovouni: Hab	36.735512	22.537661	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1932
C1933	Mavrovouni: Mound	36.726977	22.542733	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1933
C1934	Asopos - Boza	36.706035	22.820234	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1934
C1935	LP20: Skoura: Melathria	37.040845	22.49795	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1935
C1936	LP7: Aphanes	37.076472	22.486129	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1936
C1937	LP8: Hab	37.084029	22.492014	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1937
C1938	LP10: Hab	37.08591	22.503736	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1938
C1939	Polydendro: Tholos	37.057362	22.40479	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1939
C194	Valta: Kastraki: Tholos	37.099995	21.628463	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C194
C1940	Dorati: Hab	37.915815	22.765695	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1940
C1941	Dharimari: Kastro	38.235805	23.403549	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1941
C1942	Khlembotsari/Asopia - Eilesion	38.302147	23.504276	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1942
C1943	Doretes Hill	37.719458	20.968127	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1943
C1944	Skoulikado-Kalimachou	37.812873	20.784016	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1944
C1945	Kastello	37.68956	20.836734	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1945
C1946	Aghios Nikolaos	37.730558	20.982784	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1946
C1947	Kato Samiko: Tholos	37.530385	21.591355	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1947
C1948	Xombourgo	37.577835	25.167899	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1948
C1949	Longa: Ayios Ilias	36.862584	21.898032	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1949
C195	Valta: Kastraki: Sherds	37.098715	21.626795	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C195
C1950	Kynigou: Chounakia Tholos	36.931443	21.760168	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1950
C1951	Galatas Magoula: Tholos 1	37.502196	23.422919	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1951
C1952	Galatas Magoula: Tholos 3	37.501779	23.423919	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1952
C1953	Galatas Magoula: Acropolis	37.500868	23.424605	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1953
C1954	Salamis: Limnionas	37.942508	23.522219	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1954
C1955	Ligourio: South Hills	37.59765	23.046934	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1955
C1956	Loutra Heraias/Iraias	37.638192	21.881479	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1956
C1957	Kronios: Hab	37.640468	21.631088	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1957
C1958	Elafonisi: South Shore Cave	36.478417	22.96865	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1958
C1959	Sparta: Psychiko: Cem	37.069285	22.44149	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1959
C196	Valta: Kastraki: Cem	37.097909	21.626171	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C196
C1960	Skandeia: Cem	36.22387	23.058386	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1960
C1961	Gephyra: Hab	38.322332	23.55316	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1961
C1962	Dendron: Hab	38.319314	23.559389	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1962
C1963	Ambelona 6	39.756111	22.323889	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1963
C1964	Desfina: Kastrouli	38.399224	22.575066	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1964
C1965	Dhragasia	38.642638	22.403051	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1965
C1966	Monasteri	38.82526	22.386396	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1966
C1967	Ayia Triadha	38.590074	22.354978	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1967
C1968	Korakofolia	38.583768	22.359183	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1968
C1969	Parkos (Pirghos)	38.587542	22.368302	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1969
C197	Valta: Kastraki: Cem	37.100892	21.628049	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C197
C1970	Levadeia	38.438205	22.8769	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1970
C1971	Soros: Wall	38.319203	23.400928	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1971
C1972	Kalapodi Kokkalia	38.636203	22.883046	http://helladic.info/DEV/MAP/MAPC/pkey_report_wparam.php?place=C1972
